Machine_ID,Coolant_Pressure,Coolant_Temperature,Hydraulic_Oil_Temperature,Spindle_Bearing_Temperature,Spindle_Speed,Downtime
Makino-L2-Unit1-2015,5.530542783,25.3,55.3,34.5,18436,No_Machine_Failure
Makino-L3-Unit1-2015,3.126011472,7.4,45,36.3,18436,No_Machine_Failure
Makino-L2-Unit1-2015,3.895031347,6.8,48,36.3,17726,No_Machine_Failure
Makino-L2-Unit1-2015,3.888834693,5.7,48.5,37.7,21166,No_Machine_Failure
Makino-L2-Unit1-2015,3.053148837,4.5,47,40.6,21135,No_Machine_Failure
Makino-L1-Unit1-2013,3.053451378,12.2,50.6,37.5,21164,No_Machine_Failure
Makino-L2-Unit1-2015,4.566853902,19.3,50.8,37.2,20504,Machine_Failure
Makino-L1-Unit1-2013,6.839413159,9.7,50.4,27.7,21951,Machine_Failure
Makino-L1-Unit1-2013,6.863944117,19.6,51,36.5,27957,Machine_Failure
Makino-L1-Unit1-2013,3.164804649,11.9,49.5,40.5,20705,No_Machine_Failure
Makino-L2-Unit1-2015,3.105982448,10.6,44.5,31.6,20692,No_Machine_Failure
Makino-L1-Unit1-2013,3.895031347,7.4,49.4,37,20441,No_Machine_Failure
Makino-L2-Unit1-2015,3.053148837,5.7,49.3,37,20441,No_Machine_Failure
Makino-L3-Unit1-2015,3.888834693,6.8,47.4,28.9,20440,No_Machine_Failure
Makino-L1-Unit1-2013,6.560332199,26.3,44.1,45.7,27613,Machine_Failure
Makino-L1-Unit1-2013,5.567856573,11,44.1,34.5,26605,Machine_Failure
Makino-L2-Unit1-2015,5.744249193,9.9,47.2,24.9,13272,No_Machine_Failure
Makino-L2-Unit1-2015,3.126011472,27,51.6,34,22944,No_Machine_Failure
Makino-L2-Unit1-2015,3.053148837,26.9,46.9,35.3,22929,No_Machine_Failure
Makino-L2-Unit1-2015,3.888834693,27,51.5,38.3,22930,No_Machine_Failure
Makino-L3-Unit1-2015,3.126011472,27,50.4,41.5,22956,No_Machine_Failure
Makino-L3-Unit1-2015,4.659245284,19.8,49.3,31.2,17919,Machine_Failure
Makino-L2-Unit1-2015,4.476389841,9.2,50.1,32.3,26526,Machine_Failure
Makino-L1-Unit1-2013,4.149820777,4.5,55.9,37.8,27613,Machine_Failure
Makino-L1-Unit1-2013,4.152833634,16.3,52.4,30.7,20504,Machine_Failure
Makino-L3-Unit1-2015,4.150409805,25.4,57.9,35.1,21951,Machine_Failure
Makino-L1-Unit1-2013,4.153323349,12.2,47.3,31.8,27957,Machine_Failure
Makino-L3-Unit1-2015,5.567856573,13,45,38.8,21951,Machine_Failure
Makino-L1-Unit1-2013,4.131131795,8.2,44.8,29.2,25528,Machine_Failure
Makino-L2-Unit1-2015,4.84252053,21.7,50.1,34.9,20801,Machine_Failure
Makino-L3-Unit1-2015,6.893181921,8.2,43.5,34.9,23432,Machine_Failure
Makino-L2-Unit1-2015,5.918357337,18.7,38.8,26.3,26526,Machine_Failure
Makino-L2-Unit1-2015,4.260418416,8.6,48.7,35.6,17092,Machine_Failure
Makino-L2-Unit1-2015,4.475493413,25.8,49.7,33.8,18030,Machine_Failure
Makino-L1-Unit1-2013,4.476172099,30.3,48.5,35,18032,Machine_Failure
Makino-L1-Unit1-2013,6.839413159,16.4,51.8,37.6,18847,Machine_Failure
Makino-L1-Unit1-2013,4.566853902,8.9,44.8,32.6,16606,Machine_Failure
Makino-L3-Unit1-2015,3.106960002,27.1,53.5,38.2,22959,No_Machine_Failure
Makino-L3-Unit1-2015,5.149318969,22.3,49.9,34.8,26605,Machine_Failure
Makino-L2-Unit1-2015,4.945748309,24.4,44.3,36.6,19891,Machine_Failure
Makino-L3-Unit1-2015,4.95755811,13.4,49.4,35.3,19945,Machine_Failure
Makino-L2-Unit1-2015,6.863944117,19.2,45.8,36.6,19930,Machine_Failure
Makino-L2-Unit1-2015,4.945819258,29.8,41.9,33,19893,Machine_Failure
Makino-L2-Unit1-2015,4.94546957,25.6,51.3,33.3,19891,Machine_Failure
Makino-L1-Unit1-2013,4.881834672,26.4,45.8,34.2,19691,Machine_Failure
Makino-L3-Unit1-2015,4.960548386,27,49.9,30.2,19951,Machine_Failure
Makino-L2-Unit1-2015,4.945087,28.7,54.3,32.9,19882,Machine_Failure
Makino-L3-Unit1-2015,4.962075624,30.3,50.1,33.7,19965,Machine_Failure
Makino-L2-Unit1-2015,4.852931594,29.8,49.5,36.2,19578,Machine_Failure
Makino-L3-Unit1-2015,3.888834693,23.4,,31.4,21423,No_Machine_Failure
Makino-L2-Unit1-2015,3.895031347,23.4,48,35.7,21423,No_Machine_Failure
Makino-L1-Unit1-2013,3.126011472,23.4,47.4,40.7,21417,No_Machine_Failure
Makino-L1-Unit1-2013,3.106960002,23.4,46.4,40.9,21412,No_Machine_Failure
Makino-L2-Unit1-2015,3.164804649,24.2,46.3,40.1,21712,No_Machine_Failure
Makino-L3-Unit1-2015,4.868191588,16.8,41.8,41.7,19627,Machine_Failure
Makino-L2-Unit1-2015,5.284830513,23,45.6,30.9,14266,No_Machine_Failure
Makino-L1-Unit1-2013,5.271600109,22.9,44.7,39.6,18436,No_Machine_Failure
Makino-L3-Unit1-2015,5.285485294,23.1,46.5,30.1,15217,No_Machine_Failure
Makino-L1-Unit1-2013,4.86830744,28.7,43.1,28,19637,Machine_Failure
Makino-L3-Unit1-2015,5.281886223,23,44.5,32.5,16198,No_Machine_Failure
Makino-L1-Unit1-2013,4.764967149,27,38.9,34.4,19237,Machine_Failure
Makino-L2-Unit1-2015,4.765248743,26.4,45.7,34,19238,Machine_Failure
Makino-L1-Unit1-2013,4.766491785,25.6,44.9,38.2,19241,Machine_Failure
Makino-L1-Unit1-2013,4.768416107,24.4,36.4,33.6,19251,Machine_Failure
Makino-L3-Unit1-2015,5.282698981,23,48.2,31.9,17726,No_Machine_Failure
Makino-L3-Unit1-2015,4.764802242,18.3,53.1,36.2,19234,Machine_Failure
Makino-L2-Unit1-2015,4.577456497,15,46.5,34.1,18467,Machine_Failure
Makino-L1-Unit1-2013,4.576565904,5.7,49.6,28.6,18464,Machine_Failure
Makino-L2-Unit1-2015,4.578668044,19,51.2,33.1,18467,Machine_Failure
Makino-L1-Unit1-2013,5.09391269,21.2,46.9,38.7,20472,No_Machine_Failure
Makino-L2-Unit1-2015,4.59313283,25.3,46.9,37.4,23432,Machine_Failure
Makino-L1-Unit1-2013,4.590701294,12.2,41.2,38.8,26526,Machine_Failure
Makino-L1-Unit1-2013,4.589378745,21.6,45.1,38.6,23231,Machine_Failure
Makino-L3-Unit1-2015,5.120233511,21.4,40.2,39.2,20587,No_Machine_Failure
Makino-L2-Unit1-2015,5.113135541,21.4,44.3,40.1,20570,No_Machine_Failure
Makino-L2-Unit1-2015,4.598959378,11.7,49.8,35.3,20801,Machine_Failure
Makino-L3-Unit1-2015,5.114823778,21.4,49.3,43.2,17726,No_Machine_Failure
Makino-L3-Unit1-2015,4.589721346,25.9,48,40.1,25528,Machine_Failure
Makino-L3-Unit1-2015,5.115079708,21.4,49,31.1,18436,No_Machine_Failure
Makino-L3-Unit1-2015,5.10337527,21.3,50.5,31.3,19197,No_Machine_Failure
Makino-L3-Unit1-2015,5.086840162,21.1,50,32.5,14152,No_Machine_Failure
Makino-L3-Unit1-2015,4.589174739,11.6,50.2,36.3,27613,Machine_Failure
Makino-L2-Unit1-2015,4.589281134,14.6,45.7,40.2,26605,Machine_Failure
Makino-L1-Unit1-2013,6.893181921,25.1,45,41.3,20801,Machine_Failure
Makino-L2-Unit1-2015,3.106960002,21.4,47.3,34,20570,No_Machine_Failure
Makino-L3-Unit1-2015,5.603869021,4.5,51.2,37,16198,No_Machine_Failure
Makino-L1-Unit1-2013,5.606310616,11.9,48.5,35.5,14266,No_Machine_Failure
Makino-L2-Unit1-2015,5.603916046,12.2,38.8,33.1,15217,No_Machine_Failure
Makino-L2-Unit1-2015,5.6661704,26.4,50,33.8,14266,No_Machine_Failure
Makino-L2-Unit1-2015,5.603682959,5.7,49.3,37.6,17726,No_Machine_Failure
Makino-L1-Unit1-2013,5.583097688,11.9,48.6,33.2,15217,No_Machine_Failure
Makino-L3-Unit1-2015,5.61415585,10.6,49,39.9,22505,No_Machine_Failure
Makino-L2-Unit1-2015,5.606531432,8.7,51.2,30.8,22486,No_Machine_Failure
Makino-L2-Unit1-2015,5.611011543,11.9,50.8,31.1,22489,No_Machine_Failure
Makino-L2-Unit1-2015,5.597206819,7.4,46,33.7,22417,No_Machine_Failure
Makino-L3-Unit1-2015,5.583356257,6.8,50.2,34.3,22331,No_Machine_Failure
Makino-L1-Unit1-2013,5.579208034,12.2,50.4,33.2,16198,No_Machine_Failure
Makino-L3-Unit1-2015,5.582007789,10.6,52,33.8,14266,No_Machine_Failure
Makino-L1-Unit1-2013,3.053148837,26.1,42.9,30.7,15217,No_Machine_Failure
Makino-L1-Unit1-2013,5.597536428,8.7,54,35.4,13272,No_Machine_Failure
Makino-L3-Unit1-2015,5.599108896,7.4,52.6,40.4,19197,No_Machine_Failure
Makino-L2-Unit1-2015,5.612770093,6.8,45.4,35.5,18436,No_Machine_Failure
Makino-L1-Unit1-2013,5.605295788,12.2,42.9,34.9,22470,No_Machine_Failure
Makino-L1-Unit1-2013,5.599178342,25.9,48.3,35,16198,No_Machine_Failure
Makino-L1-Unit1-2013,5.601396109,25.9,52.4,34.8,13272,No_Machine_Failure
Makino-L1-Unit1-2013,4.118529758,19.4,45.8,38.6,16592,Machine_Failure
Makino-L3-Unit1-2015,5.616765781,26.1,48.3,41.1,14152,No_Machine_Failure
Makino-L2-Unit1-2015,4.17434781,25.2,49.6,31.7,21951,Machine_Failure
Makino-L1-Unit1-2013,4.179360987,7.6,48.3,39.7,16775,Machine_Failure
Makino-L3-Unit1-2015,4.174038309,6.3,46.9,42.4,26526,Machine_Failure
Makino-L3-Unit1-2015,4.156915378,26.3,53,38.5,23432,Machine_Failure
Makino-L2-Unit1-2015,4.181500192,10,47.5,35.2,16797,Machine_Failure
Makino-L1-Unit1-2013,4.155164117,18,47.1,29.1,16701,Machine_Failure
Makino-L3-Unit1-2015,4.178183883,4.5,43.2,31,16775,Machine_Failure
Makino-L2-Unit1-2015,4.177338922,12.3,49,28.2,27957,Machine_Failure
Makino-L2-Unit1-2015,4.16193684,18.1,49.8,35.9,16704,Machine_Failure
Makino-L1-Unit1-2013,4.166927432,29.3,40.1,34.8,27613,Machine_Failure
Makino-L2-Unit1-2015,4.171229356,4.6,46,31.5,26605,Machine_Failure
Makino-L2-Unit1-2015,4.172857432,15.7,45.2,33.5,20504,Machine_Failure
Makino-L1-Unit1-2013,4.179905608,26.4,46.6,34,17919,Machine_Failure
Makino-L3-Unit1-2015,4.792979241,22.7,45.6,32.9,27613,Machine_Failure
Makino-L2-Unit1-2015,5.347900718,23.6,48.9,37.8,17726,No_Machine_Failure
Makino-L3-Unit1-2015,5.339592867,9.9,50.9,38.6,13272,No_Machine_Failure
Makino-L1-Unit1-2013,5.341619425,11.9,44.1,35.4,14266,No_Machine_Failure
Makino-L1-Unit1-2013,5.787157575,19.1,45.6,31.3,25555,Machine_Failure
Makino-L3-Unit1-2015,5.348363785,12.2,53.3,39.5,15217,No_Machine_Failure
Makino-L1-Unit1-2013,5.320071463,23.4,47.4,40,19197,No_Machine_Failure
Makino-L3-Unit1-2015,4.785612879,12.5,49.3,31,19289,Machine_Failure
Makino-L3-Unit1-2015,5.32158576,23.4,52.7,34,15217,No_Machine_Failure
Makino-L3-Unit1-2015,4.793685147,15,49.2,33.6,19339,Machine_Failure
Makino-L3-Unit1-2015,4.84252053,10.2,45.8,35.5,20504,Machine_Failure
Makino-L2-Unit1-2015,4.78714377,26,50.3,34.3,26605,Machine_Failure
Makino-L1-Unit1-2013,4.787920379,13.7,40.6,28.2,19316,Machine_Failure
Makino-L2-Unit1-2015,6.796630472,25.2,47.7,42.2,19348,Machine_Failure
Makino-L1-Unit1-2013,4.794016047,25.7,45.1,36.2,19340,Machine_Failure
Makino-L1-Unit1-2013,4.799931918,26.6,43.6,33.1,19349,Machine_Failure
Makino-L3-Unit1-2015,5.341661547,4.5,42.3,35.2,21473,No_Machine_Failure
Makino-L1-Unit1-2013,5.918357337,6.1,48.1,41.2,19321,Machine_Failure
Makino-L2-Unit1-2015,5.337327821,8.7,51.9,31.4,19197,No_Machine_Failure
Makino-L2-Unit1-2015,5.34137028,7.4,43,27.3,18436,No_Machine_Failure
Makino-L2-Unit1-2015,4.79898143,24.3,44,36.8,19348,Machine_Failure
Makino-L2-Unit1-2015,4.79522262,17,49.1,37,19345,Machine_Failure
Makino-L3-Unit1-2015,6.863944117,5,39.1,35.4,19311,Machine_Failure
Makino-L1-Unit1-2013,4.791396578,14.6,50.3,35.2,19333,Machine_Failure
Makino-L1-Unit1-2013,5.330304855,5.7,44.5,34.2,21419,No_Machine_Failure
Makino-L2-Unit1-2015,5.567856573,12.4,51.6,28.7,19188,Machine_Failure
Makino-L2-Unit1-2015,6.839413159,6.1,49.1,30.9,19265,Machine_Failure
Makino-L3-Unit1-2015,3.106960002,23,47.4,34.1,21211,No_Machine_Failure
Makino-L2-Unit1-2015,3.053451378,22.6,49.6,39.5,21057,No_Machine_Failure
Makino-L1-Unit1-2013,5.27674831,22.9,52.4,39.8,21210,No_Machine_Failure
Makino-L2-Unit1-2015,3.164804649,12.2,54.2,35.3,21107,No_Machine_Failure
Makino-L1-Unit1-2013,4.566853902,4.9,53.4,36.9,19263,Machine_Failure
Makino-L1-Unit1-2013,5.15050451,9.9,44.4,32.2,15217,No_Machine_Failure
Makino-L1-Unit1-2013,5.145508474,21.7,45.5,30.3,20695,No_Machine_Failure
Makino-L3-Unit1-2015,6.560332199,6.1,44.4,36.8,0,Machine_Failure
Makino-L1-Unit1-2013,5.145550595,21.7,49.1,30.7,20698,No_Machine_Failure
Makino-L1-Unit1-2013,6.893181921,17.1,47.9,33.5,18527,Machine_Failure
Makino-L2-Unit1-2015,5.123234957,10.6,47.1,36.3,20597,No_Machine_Failure
Makino-L2-Unit1-2015,5.121165152,6.8,50.1,34.6,20589,No_Machine_Failure
Makino-L1-Unit1-2013,5.125908237,5.7,47.5,34.8,20613,No_Machine_Failure
Makino-L1-Unit1-2013,5.116444878,12.2,49.5,40.3,20572,No_Machine_Failure
Makino-L3-Unit1-2015,5.12225447,9.9,44.8,37.1,20594,No_Machine_Failure
Makino-L3-Unit1-2015,5.123106173,6.8,43.5,33.8,20595,No_Machine_Failure
Makino-L2-Unit1-2015,5.120031628,4.5,42.2,36.5,20584,No_Machine_Failure
Makino-L3-Unit1-2015,5.120471619,21.4,42.3,34.6,20587,No_Machine_Failure
Makino-L2-Unit1-2015,5.117301369,21.4,43.1,33.4,20575,No_Machine_Failure
Makino-L1-Unit1-2013,6.893181921,8,48.3,32.9,21951,Machine_Failure
Makino-L1-Unit1-2013,5.918357337,16.7,49.6,38,27957,Machine_Failure
Makino-L1-Unit1-2013,4.09540211,24.1,47.5,36.5,16395,Machine_Failure
Makino-L3-Unit1-2015,6.560332199,26.7,45.6,36,17919,Machine_Failure
Makino-L1-Unit1-2013,4.113492484,7.8,49.9,33,16558,Machine_Failure
Makino-L2-Unit1-2015,5.358623507,18.6,46,36.7,20504,Machine_Failure
Makino-L3-Unit1-2015,6.960635908,21.2,44.1,30.6,21951,Machine_Failure
Makino-L2-Unit1-2015,5.646807964,5.7,43,34.1,19197,No_Machine_Failure
Makino-L1-Unit1-2013,5.649194832,26.3,51.1,34.8,22603,No_Machine_Failure
Makino-L2-Unit1-2015,4.84252053,14,48.7,33.5,27333,Machine_Failure
Makino-L1-Unit1-2013,5.591510892,25.8,40.7,35.2,22393,No_Machine_Failure
Makino-L1-Unit1-2013,5.620539992,4.5,48.8,33.5,19197,No_Machine_Failure
Makino-L2-Unit1-2015,6.893181921,27,47.8,35.8,20801,Machine_Failure
Makino-L1-Unit1-2013,5.593649586,25.9,43.4,31.5,22405,No_Machine_Failure
Makino-L3-Unit1-2015,4.094482785,5.1,44.8,40.7,16389,Machine_Failure
Makino-L1-Unit1-2013,4.113429545,8.1,41.3,35.5,16541,Machine_Failure
Makino-L2-Unit1-2015,5.567856573,5.9,41.4,31.8,25528,Machine_Failure
Makino-L3-Unit1-2015,5.58354443,7.4,47.4,36.8,22331,No_Machine_Failure
Makino-L1-Unit1-2013,5.591662066,10.6,45.6,37.3,22394,No_Machine_Failure
Makino-L3-Unit1-2015,4.566853902,13.7,49.2,37.1,23432,Machine_Failure
Makino-L3-Unit1-2015,5.619631148,7.4,44,40,22511,No_Machine_Failure
Makino-L1-Unit1-2013,5.591402322,8.7,47.3,39,22383,No_Machine_Failure
Makino-L2-Unit1-2015,6.839413159,32.3,48.5,31.7,26526,Machine_Failure
Makino-L3-Unit1-2015,5.588143922,11.9,39.8,34.5,22364,No_Machine_Failure
Makino-L2-Unit1-2015,5.590587447,4.5,51.1,34.9,22369,No_Machine_Failure
Makino-L3-Unit1-2015,5.590946426,8.7,47,35.4,22380,No_Machine_Failure
Makino-L3-Unit1-2015,6.863944117,22,50.8,44.4,27613,Machine_Failure
Makino-L2-Unit1-2015,4.86086247,6.9,49.3,33.8,26605,Machine_Failure
Makino-L2-Unit1-2015,5.315880577,11.9,52.2,34.4,14266,No_Machine_Failure
Makino-L3-Unit1-2015,5.292056063,5.7,51.8,30.5,16198,No_Machine_Failure
Makino-L2-Unit1-2015,5.317554484,7.4,44.4,36.4,18436,No_Machine_Failure
Makino-L2-Unit1-2015,5.313221796,8.7,44.8,36.2,19197,No_Machine_Failure
Makino-L1-Unit1-2013,5.316627769,10.6,49.6,36.4,14152,No_Machine_Failure
Makino-L2-Unit1-2015,3.053148837,5.7,41.7,32.6,21294,No_Machine_Failure
Makino-L3-Unit1-2015,5.309410605,6.8,45.2,38.2,21355,No_Machine_Failure
Makino-L3-Unit1-2015,3.053451378,4.5,45,40.3,21295,No_Machine_Failure
Makino-L3-Unit1-2015,4.814777241,24.4,44.2,34.6,27957,Machine_Failure
Makino-L2-Unit1-2015,4.784273106,30.3,47.9,36.7,21951,Machine_Failure
Makino-L2-Unit1-2015,3.126011472,8.7,44.8,36.2,22126,No_Machine_Failure
Makino-L3-Unit1-2015,4.84252053,26.4,48.5,42.5,25528,Machine_Failure
Makino-L2-Unit1-2015,5.299338088,11.9,,28.6,21294,No_Machine_Failure
Makino-L2-Unit1-2015,4.760826391,25.6,47.8,34.3,17919,Machine_Failure
Makino-L3-Unit1-2015,5.299559105,5.7,47,34.9,17726,No_Machine_Failure
Makino-L1-Unit1-2013,5.298239369,23.1,44.6,36.8,13272,No_Machine_Failure
Makino-L3-Unit1-2015,4.80276381,30.3,52.2,32.2,19356,Machine_Failure
Makino-L3-Unit1-2015,4.783945614,29.8,43.4,31.7,20504,Machine_Failure
Makino-L1-Unit1-2013,4.815819738,28.7,45.7,32,26605,Machine_Failure
Makino-L2-Unit1-2015,4.810830588,27,52,33.8,27613,Machine_Failure
Makino-L3-Unit1-2015,5.319111059,23.4,42,37.5,21388,No_Machine_Failure
Makino-L3-Unit1-2015,4.78355714,26.4,47.3,36.5,26526,Machine_Failure
Makino-L3-Unit1-2015,4.801389002,25.6,46.9,35.9,23432,Machine_Failure
Makino-L1-Unit1-2013,4.817527688,24.4,48.8,29.7,19418,Machine_Failure
Makino-L3-Unit1-2015,4.806130315,29.8,54,33.1,19369,Machine_Failure
Makino-L2-Unit1-2015,4.806350941,12.4,44.1,34.7,19371,Machine_Failure
Makino-L1-Unit1-2013,4.804042973,24.4,50.8,33,19356,Machine_Failure
Makino-L2-Unit1-2015,4.802691438,25.6,45.4,30.9,19355,Machine_Failure
Makino-L3-Unit1-2015,4.807144436,26.4,59.5,43.5,19380,Machine_Failure
Makino-L2-Unit1-2015,4.804072834,27,47.3,36,19362,Machine_Failure
Makino-L3-Unit1-2015,4.80788494,28.7,50.3,35.4,19382,Machine_Failure
Makino-L3-Unit1-2015,5.238579471,11.9,53.2,25.5,21071,No_Machine_Failure
Makino-L3-Unit1-2015,4.761176704,22.5,49.7,39.8,19206,Machine_Failure
Makino-L2-Unit1-2015,5.233876854,22.5,48,33.6,19197,No_Machine_Failure
Makino-L3-Unit1-2015,4.759350857,26.4,40.1,34.3,19199,Machine_Failure
Makino-L3-Unit1-2015,4.760435125,10.8,46.8,33,19201,Machine_Failure
Makino-L3-Unit1-2015,5.23076198,22.5,48.6,41.1,14152,No_Machine_Failure
Makino-L3-Unit1-2015,3.106960002,22.7,42.3,36.3,21121,No_Machine_Failure
Makino-L2-Unit1-2015,3.888834693,22.6,47.2,36.1,15217,No_Machine_Failure
Makino-L2-Unit1-2015,3.106960002,22.5,53.7,31.3,21030,No_Machine_Failure
Makino-L3-Unit1-2015,3.105982448,21.7,43.9,33.5,20698,No_Machine_Failure
Makino-L3-Unit1-2015,3.126011472,21.5,40.7,38.7,20611,No_Machine_Failure
Makino-L2-Unit1-2015,3.053148837,21.5,45.4,30,20602,No_Machine_Failure
Makino-L3-Unit1-2015,4.592468055,9.8,46.5,28.1,18531,Machine_Failure
Makino-L2-Unit1-2015,3.106960002,21.4,50.7,34.7,20567,No_Machine_Failure
Makino-L2-Unit1-2015,3.888834693,21.4,48.4,34.6,20567,No_Machine_Failure
Makino-L3-Unit1-2015,5.918357337,28.7,52.2,39,23432,Machine_Failure
Makino-L2-Unit1-2015,3.053451378,21.5,49.7,42.2,20607,No_Machine_Failure
Makino-L3-Unit1-2015,3.164804649,21.4,47.5,27,20564,No_Machine_Failure
Makino-L2-Unit1-2015,5.662801463,26.4,52.8,36,14152,No_Machine_Failure
Makino-L3-Unit1-2015,5.653663897,26.3,42,34.2,19197,No_Machine_Failure
Makino-L1-Unit1-2013,4.22527223,19.2,40.6,37.5,16942,Machine_Failure
Makino-L2-Unit1-2015,4.228527188,7,43.5,29.3,16954,Machine_Failure
Makino-L2-Unit1-2015,4.235347498,7.5,40.7,34.4,16988,Machine_Failure
Makino-L3-Unit1-2015,3.053451378,26.4,47.8,30.5,15217,No_Machine_Failure
Makino-L2-Unit1-2015,5.661054301,5.7,46.5,33.7,22639,No_Machine_Failure
Makino-L1-Unit1-2013,4.235889725,10.3,41.4,35.2,16993,Machine_Failure
Makino-L3-Unit1-2015,4.236806854,24.3,43,34.1,16996,Machine_Failure
Makino-L3-Unit1-2015,4.104309228,10.3,52.3,41.3,16455,Machine_Failure
Makino-L3-Unit1-2015,5.661335656,26.4,47.3,33.5,15217,No_Machine_Failure
Makino-L2-Unit1-2015,6.960635908,29.8,48.1,36.7,25528,Machine_Failure
Makino-L1-Unit1-2013,5.358623507,28.7,40.2,37,17919,Machine_Failure
Makino-L2-Unit1-2015,6.893181921,24.4,56.9,35.3,26526,Machine_Failure
Makino-L1-Unit1-2013,4.84252053,30.3,51.8,42.4,23432,Machine_Failure
Makino-L3-Unit1-2015,3.888834693,26.4,54.7,29.2,22663,No_Machine_Failure
Makino-L1-Unit1-2013,5.567856573,30.3,46.5,40.4,27613,Machine_Failure
Makino-L3-Unit1-2015,5.918357337,25.6,49.5,33,27613,Machine_Failure
Makino-L3-Unit1-2015,5.66450374,12.2,51.5,35.2,22668,No_Machine_Failure
Makino-L1-Unit1-2013,5.648829384,26.3,38.3,37.6,22603,No_Machine_Failure
Makino-L2-Unit1-2015,5.659262955,26.3,52,31.5,22628,No_Machine_Failure
Makino-L2-Unit1-2015,5.649922565,26.3,50,31.5,22605,No_Machine_Failure
Makino-L1-Unit1-2013,,26.3,47.8,44.5,22612,No_Machine_Failure
Makino-L3-Unit1-2015,3.895031347,26.4,50.5,38.2,22672,No_Machine_Failure
Makino-L1-Unit1-2013,,26.4,43,35.7,22672,No_Machine_Failure
Makino-L2-Unit1-2015,6.560332199,29.8,43.4,28.2,26526,Machine_Failure
Makino-L2-Unit1-2015,3.105982448,26.3,47.6,39,22609,No_Machine_Failure
Makino-L3-Unit1-2015,5.654772793,26.3,50.8,33.4,18436,No_Machine_Failure
Makino-L1-Unit1-2013,4.86086247,27,50.5,35.1,27957,Machine_Failure
Makino-L3-Unit1-2015,6.839413159,29.8,45.4,37,16952,Machine_Failure
Makino-L3-Unit1-2015,3.164804649,26.1,50.9,36.2,22515,No_Machine_Failure
Makino-L3-Unit1-2015,4.231212722,4.2,49.4,35.7,16959,Machine_Failure
Makino-L2-Unit1-2015,4.258851391,17.6,49,28.8,17092,Machine_Failure
Makino-L2-Unit1-2015,5.663438802,26.4,61.4,41.9,22653,No_Machine_Failure
Makino-L2-Unit1-2015,6.560332199,26.4,51.9,38.7,26605,Machine_Failure
Makino-L1-Unit1-2013,4.566853902,28.7,44.2,29.3,21951,Machine_Failure
Makino-L1-Unit1-2013,4.183062096,22.3,46.9,31.3,16812,Machine_Failure
Makino-L1-Unit1-2013,6.863944117,30.3,49.2,35.1,16405,Machine_Failure
Makino-L2-Unit1-2015,4.566853902,24.4,47.7,30.4,26605,Machine_Failure
Makino-L2-Unit1-2015,5.567856573,27,47.9,40.2,20504,Machine_Failure
Makino-L3-Unit1-2015,4.772974302,6.9,50.7,34.6,20504,Machine_Failure
Makino-L1-Unit1-2013,5.39649332,24,49.7,40.4,21615,No_Machine_Failure
Makino-L2-Unit1-2015,4.75485753,12.4,37.4,30.3,26526,Machine_Failure
Makino-L3-Unit1-2015,4.754661714,25.3,41.4,38,27613,Machine_Failure
Makino-L3-Unit1-2015,4.754099716,19.3,43,35.4,26605,Machine_Failure
Makino-L1-Unit1-2013,6.839413159,25.6,47.1,33.6,20504,Machine_Failure
Makino-L1-Unit1-2013,5.401602081,24,47.5,40.8,21639,No_Machine_Failure
Makino-L1-Unit1-2013,3.164804649,24,46.3,33.2,21617,No_Machine_Failure
Makino-L3-Unit1-2015,4.778648959,24.5,44.7,31.6,19271,Machine_Failure
Makino-L1-Unit1-2013,4.778973636,24.5,51.3,36,19272,Machine_Failure
Makino-L2-Unit1-2015,4.757320379,25.9,39,27.7,19191,Machine_Failure
Makino-L2-Unit1-2015,5.404162297,24.1,48.7,33.3,21644,No_Machine_Failure
Makino-L2-Unit1-2015,4.77835362,16.6,46.8,35.4,21951,Machine_Failure
Makino-L3-Unit1-2015,6.863944117,26.4,51.2,33.5,21951,Machine_Failure
Makino-L3-Unit1-2015,4.755571907,26.3,45.2,30.1,23432,Machine_Failure
Makino-L1-Unit1-2013,5.317756282,23.4,47.2,33.6,17726,No_Machine_Failure
Makino-L1-Unit1-2013,5.40810203,9.9,52.5,30.5,21659,No_Machine_Failure
Makino-L3-Unit1-2015,4.752287342,6.3,44.3,34,23432,Machine_Failure
Makino-L3-Unit1-2015,4.782911348,20,53.2,38.8,19285,Machine_Failure
Makino-L3-Unit1-2015,6.108823306,14.2,59.2,36.5,27957,Machine_Failure
Makino-L1-Unit1-2013,4.779083195,8.4,56.4,30.9,19272,Machine_Failure
Makino-L1-Unit1-2013,4.748108669,11.5,52.7,39.6,24999,Machine_Failure
Makino-L1-Unit1-2013,4.761237565,26.3,48,31.9,25528,Machine_Failure
Makino-L3-Unit1-2015,5.408341594,24.1,45.3,36.3,17726,No_Machine_Failure
Makino-L1-Unit1-2013,5.400100015,24,47.2,38.8,21625,No_Machine_Failure
Makino-L1-Unit1-2013,3.106960002,23.7,51.6,38,21502,No_Machine_Failure
Makino-L3-Unit1-2015,3.888834693,24,51.4,39.6,21607,No_Machine_Failure
Makino-L3-Unit1-2015,3.053148837,24,50.4,35.2,21612,No_Machine_Failure
Makino-L1-Unit1-2013,3.126011472,22.7,54.2,34.3,21115,No_Machine_Failure
Makino-L2-Unit1-2015,3.895031347,22.7,48.3,41.4,21110,No_Machine_Failure
Makino-L1-Unit1-2013,6.863944117,30.3,49.3,36.1,21951,Machine_Failure
Makino-L2-Unit1-2015,5.253161878,22.7,,43,21127,No_Machine_Failure
